obfuscation,seed,n_entities,n_launderers,model,comparison,metric,d_point,ci_lo,ci_hi,equiv_bound,verdict,T2_auc,hi_auc,T2_ap,hi_ap,audit_pass,audit_worst_feature,audit_worst_auc
0.8,20260708,8000,426,gboost,T2_vs_T4,ap,0.016149425701892706,0.00890843505027974,0.02351537507100452,0.02351537507100452,EQUIVALENT,0.9925171794785966,0.9956919582807999,0.9570303678056817,0.9731797935075744,True,w_frac_fast_mean,0.8304602724170035
0.8,20260709,8000,383,logit,T2_vs_T3,auc,0.006237593455068802,0.002681616619565996,0.010046845584758156,0.010046845584758156,EQUIVALENT,0.9697440553989615,0.9759816488540303,0.8505072531285444,0.8787832241518466,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,logit,T2_vs_T3,ap,0.02827597102330226,0.017776426226124364,0.038929359522874726,0.038929359522874726,INCONCLUSIVE,0.9697440553989615,0.9759816488540303,0.8505072531285444,0.8787832241518466,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,logit,T2_vs_T4,auc,0.012562253390194122,0.007888124404615855,0.017610194841162507,0.017610194841162507,EQUIVALENT,0.9697440553989615,0.9823063087891556,0.8505072531285444,0.9105874573383378,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,logit,T2_vs_T4,ap,0.06008020420979343,0.044710641665482206,0.07606684152442586,0.07606684152442586,SURVEILLANCE_SUPERIOR,0.9697440553989615,0.9823063087891556,0.8505072531285444,0.9105874573383378,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,gboost,T2_vs_T3,auc,0.0007510340858413178,-0.0004598697434985699,0.0020573233376108,0.0020573233376108,EQUIVALENT,0.9948102893383668,0.9955613234242081,0.9606908008768866,0.9634890641990085,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,gboost,T2_vs_T3,ap,0.0027982633221218522,-0.0010995764645238047,0.006754457109981892,0.006754457109981892,EQUIVALENT,0.9948102893383668,0.9955613234242081,0.9606908008768866,0.9634890641990085,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,gboost,T2_vs_T4,auc,0.0019757920907300663,0.0005740618751593263,0.0035624756756402697,0.0035624756756402697,EQUIVALENT,0.9948102893383668,0.9967860814290969,0.9606908008768866,0.9738521588302691,True,w_frac_fast_mean,0.8278928780647657
0.8,20260709,8000,383,gboost,T2_vs_T4,ap,0.013161357953382469,0.0073957670845527235,0.019687462136326068,0.019687462136326068,EQUIVALENT,0.9948102893383668,0.9967860814290969,0.9606908008768866,0.9738521588302691,True,w_frac_fast_mean,0.8278928780647657
0.9,20260707,8000,388,logit,T2_vs_T3,auc,0.008729095676387133,0.004361419034379926,0.012852227282499119,0.012852227282499119,EQUIVALENT,0.9650020179748742,0.9737311136512613,0.8315980581958714,0.8758312373990284,True,ent_n_in,0.821779129264157
0.9,20260707,8000,388,logit,T2_vs_T3,ap,0.04423317920315695,0.03179208703546034,0.05656407414543607,0.05656407414543607,SURVEILLANCE_SUPERIOR,0.9650020179748742,0.9737311136512613,0.8315980581958714,0.8758312373990284,True,ent_n_in,0.821779129264157
0.9,20260707,8000,388,logit,T2_vs_T4,auc,0.015265167315849593,0.009902450259597384,0.020771259500950674,0.020771259500950674,EQUIVALENT,0.9650020179748742,0.9802671852907238,0.8315980581958714,0.9039105157345467,True,ent_n_in,0.821779129264157
0.9,20260707,8000,388,logit,T2_vs_T4,ap,0.07231245753867532,0.05457553597436434,0.08939083921239716,0.08939083921239716,SURVEILLANCE_SUPERIOR,0.9650020179748742,0.9802671852907238,0.8315980581958714,0.9039105157345467,True,ent_n_in,0.821779129264157
0.9,20260707,8000,388,gboost,T2_vs_T3,auc,0.002983453960377247,0.00019327279670016686,0.006162876757880369,0.006162876757880369,EQUIVALENT,0.9891411959412972,0.9921246499016745,0.9516396032452444,0.9544948453492215,True,ent_n_in,0.821779129264157
